,list,messageid,committerid,commit_datetime,file_operation,file_name,addlines,dellines,id,file_id,authorid,author_datetime,c_peopleid,a_peopleid,sha_or_rev,format,datetime
18,256,8196154a61014effba87eb8d7dfd6faf@git.apache.org,4851,2017-03-07 19:22:45-08,mod,git-wip-us.apache.org/repos/asf/incubator-ariatosca/blob/aa01cd4e/aria/parser/modeling/context.py,1,4,26601,20382,4851,2017-03-07 10:13:28-08,,,aa01cd4e9a60507bafb98707c7793c3a89424db8,git,2017-03-09 09:20:37-08
19,256,8196154a61014effba87eb8d7dfd6faf@git.apache.org,4851,2017-03-07 19:22:45-08,mod,git-wip-us.apache.org/repos/asf/incubator-ariatosca/blob/aa01cd4e/aria/utils/uuid.py,3,3,26602,20383,4851,2017-03-07 10:13:28-08,,,aa01cd4e9a60507bafb98707c7793c3a89424db8,git,2017-03-09 09:20:37-08
20,256,8196154a61014effba87eb8d7dfd6faf@git.apache.org,4851,2017-03-07 19:22:45-08,mod,git-wip-us.apache.org/repos/asf/incubator-ariatosca/blob/aa01cd4e/docs/requirements.txt,1,1,26603,20384,4851,2017-03-07 10:13:28-08,,,aa01cd4e9a60507bafb98707c7793c3a89424db8,git,2017-03-09 09:20:37-08
21,256,8196154a61014effba87eb8d7dfd6faf@git.apache.org,4851,2017-03-07 19:22:45-08,mod,git-wip-us.apache.org/repos/asf/incubator-ariatosca/blob/aa01cd4e/tests/mock/models.py,3,3,26604,20385,4851,2017-03-07 10:13:28-08,,,aa01cd4e9a60507bafb98707c7793c3a89424db8,git,2017-03-09 09:20:37-08
22,256,8196154a61014effba87eb8d7dfd6faf@git.apache.org,4851,2017-03-07 19:22:45-08,mod,git-wip-us.apache.org/repos/asf/incubator-ariatosca/blob/aa01cd4e/tests/mock/topology.py,3,3,26605,20386,4851,2017-03-07 10:13:28-08,,,aa01cd4e9a60507bafb98707c7793c3a89424db8,git,2017-03-09 09:20:37-08
23,256,8196154a61014effba87eb8d7dfd6faf@git.apache.org,4851,2017-03-07 19:22:45-08,mod,git-wip-us.apache.org/repos/asf/incubator-ariatosca/blob/aa01cd4e/tests/orchestrator/context/test_operation.py,4,5,26606,20387,4851,2017-03-07 10:13:28-08,,,aa01cd4e9a60507bafb98707c7793c3a89424db8,git,2017-03-09 09:20:37-08
24,256,8196154a61014effba87eb8d7dfd6faf@git.apache.org,4851,2017-03-07 19:22:45-08,mod,git-wip-us.apache.org/repos/asf/incubator-ariatosca/blob/aa01cd4e/tests/orchestrator/execution_plugin/test_local.py,13,13,26607,20388,4851,2017-03-07 10:13:28-08,,,aa01cd4e9a60507bafb98707c7793c3a89424db8,git,2017-03-09 09:20:37-08
25,256,8196154a61014effba87eb8d7dfd6faf@git.apache.org,4851,2017-03-07 19:22:45-08,mod,git-wip-us.apache.org/repos/asf/incubator-ariatosca/blob/aa01cd4e/tests/orchestrator/execution_plugin/test_ssh.py,17,12,26608,20389,4851,2017-03-07 10:13:28-08,,,aa01cd4e9a60507bafb98707c7793c3a89424db8,git,2017-03-09 09:20:37-08
26,256,8196154a61014effba87eb8d7dfd6faf@git.apache.org,4851,2017-03-07 19:22:45-08,mod,git-wip-us.apache.org/repos/asf/incubator-ariatosca/blob/aa01cd4e/tests/orchestrator/workflows/builtin/test_heal.py,10,10,26609,20390,4851,2017-03-07 10:13:28-08,,,aa01cd4e9a60507bafb98707c7793c3a89424db8,git,2017-03-09 09:20:37-08
27,256,8196154a61014effba87eb8d7dfd6faf@git.apache.org,4851,2017-03-07 19:22:45-08,mod,git-wip-us.apache.org/repos/asf/incubator-ariatosca/blob/aa01cd4e/tests/storage/test_models.py,5,3,26610,20391,4851,2017-03-07 10:13:28-08,,,aa01cd4e9a60507bafb98707c7793c3a89424db8,git,2017-03-09 09:20:37-08
28,54,20181112214304.248FE3A006D@svn01-us-west.apache.org,2661,2018-11-12 13:43:04-08,mod,release/incubator/airflow/KEYS,66,0,9429,1728,2661,2018-11-12 13:43:04-08,,,30857,svn,2018-11-12 13:43:04-08
29,54,20181113151359.8668F3A1ACF@svn01-us-west.apache.org,2661,2018-11-13 07:13:59-08,add,dev/incubator/airflow/1.10.1rc1/apache-airflow-1.10.1rc1+incubating-bin.tar.gz,0,0,9430,8759,2661,2018-11-13 07:13:59-08,,,30878,svn,2018-11-13 07:13:59-08
30,54,20181113151359.8668F3A1ACF@svn01-us-west.apache.org,2661,2018-11-13 07:13:59-08,add,dev/incubator/airflow/1.10.1rc1/apache-airflow-1.10.1rc1+incubating-bin.tar.gz.asc,17,0,9431,8760,2661,2018-11-13 07:13:59-08,,,30878,svn,2018-11-13 07:13:59-08
31,54,20181113151359.8668F3A1ACF@svn01-us-west.apache.org,2661,2018-11-13 07:13:59-08,add,dev/incubator/airflow/1.10.1rc1/apache-airflow-1.10.1rc1+incubating-bin.tar.gz.md5,2,0,9432,8761,2661,2018-11-13 07:13:59-08,,,30878,svn,2018-11-13 07:13:59-08
32,54,20181113151359.8668F3A1ACF@svn01-us-west.apache.org,2661,2018-11-13 07:13:59-08,add,dev/incubator/airflow/1.10.1rc1/apache-airflow-1.10.1rc1+incubating-bin.tar.gz.sha512,3,0,9433,8762,2661,2018-11-13 07:13:59-08,,,30878,svn,2018-11-13 07:13:59-08
33,54,20181113151359.8668F3A1ACF@svn01-us-west.apache.org,2661,2018-11-13 07:13:59-08,add,dev/incubator/airflow/1.10.1rc1/apache-airflow-1.10.1rc1+incubating-source.tar.gz,0,0,9434,8763,2661,2018-11-13 07:13:59-08,,,30878,svn,2018-11-13 07:13:59-08
34,54,20181113151359.8668F3A1ACF@svn01-us-west.apache.org,2661,2018-11-13 07:13:59-08,add,dev/incubator/airflow/1.10.1rc1/apache-airflow-1.10.1rc1+incubating-source.tar.gz.asc,17,0,9435,8764,2661,2018-11-13 07:13:59-08,,,30878,svn,2018-11-13 07:13:59-08
35,54,20181113151359.8668F3A1ACF@svn01-us-west.apache.org,2661,2018-11-13 07:13:59-08,add,dev/incubator/airflow/1.10.1rc1/apache-airflow-1.10.1rc1+incubating-source.tar.gz.md5,2,0,9436,8765,2661,2018-11-13 07:13:59-08,,,30878,svn,2018-11-13 07:13:59-08
36,54,20181113151359.8668F3A1ACF@svn01-us-west.apache.org,2661,2018-11-13 07:13:59-08,add,dev/incubator/airflow/1.10.1rc1/apache-airflow-1.10.1rc1+incubating-source.tar.gz.sha512,3,0,9437,8766,2661,2018-11-13 07:13:59-08,,,30878,svn,2018-11-13 07:13:59-08
37,54,20181113152432.9BF6C3A008F@svn01-us-west.apache.org,2661,2018-11-13 07:24:32-08,add,dev/incubator/airflow/1.10.1rc1/apache-airflow-1.10.1rc1+incubating-bin.tar.gz,0,0,9438,8767,2661,2018-11-13 07:24:32-08,,,30879,svn,2018-11-13 07:24:32-08
38,54,20181113152432.9BF6C3A008F@svn01-us-west.apache.org,2661,2018-11-13 07:24:32-08,add,dev/incubator/airflow/1.10.1rc1/apache-airflow-1.10.1rc1+incubating-bin.tar.gz.asc,17,0,9439,8768,2661,2018-11-13 07:24:32-08,,,30879,svn,2018-11-13 07:24:32-08
39,54,20181113152432.9BF6C3A008F@svn01-us-west.apache.org,2661,2018-11-13 07:24:32-08,add,dev/incubator/airflow/1.10.1rc1/apache-airflow-1.10.1rc1+incubating-bin.tar.gz.md5,2,0,9440,8769,2661,2018-11-13 07:24:32-08,,,30879,svn,2018-11-13 07:24:32-08
40,54,20181113152432.9BF6C3A008F@svn01-us-west.apache.org,2661,2018-11-13 07:24:32-08,add,dev/incubator/airflow/1.10.1rc1/apache-airflow-1.10.1rc1+incubating-bin.tar.gz.sha512,3,0,9441,8770,2661,2018-11-13 07:24:32-08,,,30879,svn,2018-11-13 07:24:32-08
41,54,20181113152432.9BF6C3A008F@svn01-us-west.apache.org,2661,2018-11-13 07:24:32-08,add,dev/incubator/airflow/1.10.1rc1/apache-airflow-1.10.1rc1+incubating-source.tar.gz,0,0,9442,8771,2661,2018-11-13 07:24:32-08,,,30879,svn,2018-11-13 07:24:32-08
42,54,20181113152432.9BF6C3A008F@svn01-us-west.apache.org,2661,2018-11-13 07:24:32-08,add,dev/incubator/airflow/1.10.1rc1/apache-airflow-1.10.1rc1+incubating-source.tar.gz.asc,17,0,9443,8772,2661,2018-11-13 07:24:32-08,,,30879,svn,2018-11-13 07:24:32-08
43,54,20181113152432.9BF6C3A008F@svn01-us-west.apache.org,2661,2018-11-13 07:24:32-08,add,dev/incubator/airflow/1.10.1rc1/apache-airflow-1.10.1rc1+incubating-source.tar.gz.md5,2,0,9444,8773,2661,2018-11-13 07:24:32-08,,,30879,svn,2018-11-13 07:24:32-08
44,54,20181113152432.9BF6C3A008F@svn01-us-west.apache.org,2661,2018-11-13 07:24:32-08,add,dev/incubator/airflow/1.10.1rc1/apache-airflow-1.10.1rc1+incubating-source.tar.gz.sha512,3,0,9445,8774,2661,2018-11-13 07:24:32-08,,,30879,svn,2018-11-13 07:24:32-08
45,54,20181114222908.D6C793A028C@svn01-us-west.apache.org,2661,2018-11-14 14:29:08-08,add,dev/incubator/airflow/1.10.1rc2/apache-airflow-1.10.1rc2+incubating-bin.tar.gz,0,0,9446,8775,2661,2018-11-14 14:29:08-08,,,30900,svn,2018-11-14 14:29:08-08
46,54,20181114222908.D6C793A028C@svn01-us-west.apache.org,2661,2018-11-14 14:29:08-08,add,dev/incubator/airflow/1.10.1rc2/apache-airflow-1.10.1rc2+incubating-bin.tar.gz.asc,17,0,9447,8776,2661,2018-11-14 14:29:08-08,,,30900,svn,2018-11-14 14:29:08-08
47,54,20181114222908.D6C793A028C@svn01-us-west.apache.org,2661,2018-11-14 14:29:08-08,add,dev/incubator/airflow/1.10.1rc2/apache-airflow-1.10.1rc2+incubating-bin.tar.gz.md5,2,0,9448,8777,2661,2018-11-14 14:29:08-08,,,30900,svn,2018-11-14 14:29:08-08
48,54,20181114222908.D6C793A028C@svn01-us-west.apache.org,2661,2018-11-14 14:29:08-08,add,dev/incubator/airflow/1.10.1rc2/apache-airflow-1.10.1rc2+incubating-bin.tar.gz.sha512,3,0,9449,8778,2661,2018-11-14 14:29:08-08,,,30900,svn,2018-11-14 14:29:08-08
49,54,20181114222908.D6C793A028C@svn01-us-west.apache.org,2661,2018-11-14 14:29:08-08,add,dev/incubator/airflow/1.10.1rc2/apache-airflow-1.10.1rc2+incubating-source.tar.gz,0,0,9450,8779,2661,2018-11-14 14:29:08-08,,,30900,svn,2018-11-14 14:29:08-08
50,54,20181114222908.D6C793A028C@svn01-us-west.apache.org,2661,2018-11-14 14:29:08-08,add,dev/incubator/airflow/1.10.1rc2/apache-airflow-1.10.1rc2+incubating-source.tar.gz.asc,17,0,9451,8780,2661,2018-11-14 14:29:08-08,,,30900,svn,2018-11-14 14:29:08-08
51,54,20181114222908.D6C793A028C@svn01-us-west.apache.org,2661,2018-11-14 14:29:08-08,add,dev/incubator/airflow/1.10.1rc2/apache-airflow-1.10.1rc2+incubating-source.tar.gz.md5,2,0,9452,8781,2661,2018-11-14 14:29:08-08,,,30900,svn,2018-11-14 14:29:08-08
52,54,20181114222908.D6C793A028C@svn01-us-west.apache.org,2661,2018-11-14 14:29:08-08,add,dev/incubator/airflow/1.10.1rc2/apache-airflow-1.10.1rc2+incubating-source.tar.gz.sha512,3,0,9453,8782,2661,2018-11-14 14:29:08-08,,,30900,svn,2018-11-14 14:29:08-08
53,54,20181119111407.269653A07CD@svn01-us-west.apache.org,2661,2018-11-19 03:14:06-08,rm,dev/incubator/airflow/1.10.1rc2/apache-airflow-1.10.1rc2+incubating-bin.tar.gz.md5,0,0,9454,0,2661,2018-11-19 03:14:06-08,,,30972,svn,2018-11-19 03:14:06-08
54,54,20181119111407.269653A07CD@svn01-us-west.apache.org,2661,2018-11-19 03:14:06-08,rm,dev/incubator/airflow/1.10.1rc2/apache-airflow-1.10.1rc2+incubating-source.tar.gz.md5,0,0,9455,0,2661,2018-11-19 03:14:06-08,,,30972,svn,2018-11-19 03:14:06-08
55,54,20181121221851.448083A057C@svn01-us-west.apache.org,2661,2018-11-21 14:18:50-08,add,release/incubator/airflow/1.10.1-incubating/apache-airflow-1.10.1+incubating-bin.tar.gz,0,0,9456,8783,2661,2018-11-21 14:18:50-08,,,31028,svn,2018-11-21 14:18:50-08
56,54,20181121221851.448083A057C@svn01-us-west.apache.org,2661,2018-11-21 14:18:50-08,add,release/incubator/airflow/1.10.1-incubating/apache-airflow-1.10.1+incubating-bin.tar.gz.asc,17,0,9457,8784,2661,2018-11-21 14:18:50-08,,,31028,svn,2018-11-21 14:18:50-08
57,54,20181121221851.448083A057C@svn01-us-west.apache.org,2661,2018-11-21 14:18:50-08,add,release/incubator/airflow/1.10.1-incubating/apache-airflow-1.10.1+incubating-bin.tar.gz.sha512,3,0,9458,8785,2661,2018-11-21 14:18:50-08,,,31028,svn,2018-11-21 14:18:50-08
58,54,20181121221851.448083A057C@svn01-us-west.apache.org,2661,2018-11-21 14:18:50-08,add,release/incubator/airflow/1.10.1-incubating/apache-airflow-1.10.1+incubating-source.tar.gz,0,0,9459,8786,2661,2018-11-21 14:18:50-08,,,31028,svn,2018-11-21 14:18:50-08
59,54,20181121221851.448083A057C@svn01-us-west.apache.org,2661,2018-11-21 14:18:50-08,add,release/incubator/airflow/1.10.1-incubating/apache-airflow-1.10.1+incubating-source.tar.gz.asc,17,0,9460,8787,2661,2018-11-21 14:18:50-08,,,31028,svn,2018-11-21 14:18:50-08
60,54,20181121221851.448083A057C@svn01-us-west.apache.org,2661,2018-11-21 14:18:50-08,add,release/incubator/airflow/1.10.1-incubating/apache-airflow-1.10.1+incubating-source.tar.gz.sha512,3,0,9461,8788,2661,2018-11-21 14:18:50-08,,,31028,svn,2018-11-21 14:18:50-08
61,54,afc416cc5db446b5bd33ed905d1e46be@git.apache.org,2661,2018-11-29 07:58:05-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/howto/executor/use-celery.html,8,15,9462,8789,2661,2018-11-29 07:58:05-08,,,,git,2018-11-29 07:58:05-08
62,54,afc416cc5db446b5bd33ed905d1e46be@git.apache.org,2661,2018-11-29 07:58:05-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/howto/executor/use-dask.html,7,14,9463,8790,2661,2018-11-29 07:58:05-08,,,,git,2018-11-29 07:58:05-08
63,54,afc416cc5db446b5bd33ed905d1e46be@git.apache.org,2661,2018-11-29 07:58:05-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/howto/executor/use-mesos.html,7,14,9464,8791,2661,2018-11-29 07:58:05-08,,,,git,2018-11-29 07:58:05-08
64,54,afc416cc5db446b5bd33ed905d1e46be@git.apache.org,2661,2018-11-29 07:58:05-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/howto/index.html,7,14,9465,8792,2661,2018-11-29 07:58:05-08,,,,git,2018-11-29 07:58:05-08
65,54,afc416cc5db446b5bd33ed905d1e46be@git.apache.org,2661,2018-11-29 07:58:05-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/howto/initialize-database.html,7,14,9466,8793,2661,2018-11-29 07:58:05-08,,,,git,2018-11-29 07:58:05-08
66,54,afc416cc5db446b5bd33ed905d1e46be@git.apache.org,2661,2018-11-29 07:58:05-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/howto/manage-connections.html,83,17,9467,8794,2661,2018-11-29 07:58:05-08,,,,git,2018-11-29 07:58:05-08
67,54,aae3866745564e8f942294d9660de4b1@git.apache.org,2661,2018-11-29 07:58:01-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/kubernetes.html,38,18,9468,8795,2661,2018-11-29 07:58:01-08,,,,git,2018-11-29 07:58:01-08
68,54,aae3866745564e8f942294d9660de4b1@git.apache.org,2661,2018-11-29 07:58:01-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/license.html,7,14,9469,8796,2661,2018-11-29 07:58:01-08,,,,git,2018-11-29 07:58:01-08
69,54,aae3866745564e8f942294d9660de4b1@git.apache.org,2661,2018-11-29 07:58:01-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/lineage.html,7,14,9470,8797,2661,2018-11-29 07:58:01-08,,,,git,2018-11-29 07:58:01-08
70,54,aae3866745564e8f942294d9660de4b1@git.apache.org,2661,2018-11-29 07:58:01-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/objects.inv,38,30,9471,8798,2661,2018-11-29 07:58:01-08,,,,git,2018-11-29 07:58:01-08
71,54,aae3866745564e8f942294d9660de4b1@git.apache.org,2661,2018-11-29 07:58:01-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/profiling.html,7,14,9472,8799,2661,2018-11-29 07:58:01-08,,,,git,2018-11-29 07:58:01-08
72,54,aae3866745564e8f942294d9660de4b1@git.apache.org,2661,2018-11-29 07:58:01-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/project.html,7,15,9473,8800,2661,2018-11-29 07:58:01-08,,,,git,2018-11-29 07:58:01-08
73,54,aae3866745564e8f942294d9660de4b1@git.apache.org,2661,2018-11-29 07:58:01-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/py-modindex.html,7,14,9474,8801,2661,2018-11-29 07:58:01-08,,,,git,2018-11-29 07:58:01-08
74,54,aae3866745564e8f942294d9660de4b1@git.apache.org,2661,2018-11-29 07:58:01-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/scheduler.html,10,17,9475,8802,2661,2018-11-29 07:58:01-08,,,,git,2018-11-29 07:58:01-08
75,54,aae3866745564e8f942294d9660de4b1@git.apache.org,2661,2018-11-29 07:58:01-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/search.html,8,15,9476,8803,2661,2018-11-29 07:58:01-08,,,,git,2018-11-29 07:58:01-08
76,54,4ba7d5ecaa9a4e8992d0058ba050e130@git.apache.org,2661,2018-11-29 07:58:03-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/howto/write-logs.html,21,71,9477,8804,2661,2018-11-29 07:58:03-08,,,,git,2018-11-29 07:58:03-08
77,54,4ba7d5ecaa9a4e8992d0058ba050e130@git.apache.org,2661,2018-11-29 07:58:03-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/index.html,79,58,9478,8805,2661,2018-11-29 07:58:03-08,,,,git,2018-11-29 07:58:03-08
78,54,4ba7d5ecaa9a4e8992d0058ba050e130@git.apache.org,2661,2018-11-29 07:58:03-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/installation.html,57,67,9479,8806,2661,2018-11-29 07:58:03-08,,,,git,2018-11-29 07:58:03-08
79,54,688f8cc5d9bf45f585ba73b3ed240c30@git.apache.org,2661,2018-11-29 07:58:17-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/hooks/druid_hook.html,17,18,9480,8807,2661,2018-11-29 07:58:17-08,,,,git,2018-11-29 07:58:17-08
80,54,688f8cc5d9bf45f585ba73b3ed240c30@git.apache.org,2661,2018-11-29 07:58:17-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/hooks/hdfs_hook.html,7,14,9481,8808,2661,2018-11-29 07:58:17-08,,,,git,2018-11-29 07:58:17-08
81,54,688f8cc5d9bf45f585ba73b3ed240c30@git.apache.org,2661,2018-11-29 07:58:17-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/hooks/hive_hooks.html,7,14,9482,8809,2661,2018-11-29 07:58:17-08,,,,git,2018-11-29 07:58:17-08
82,54,688f8cc5d9bf45f585ba73b3ed240c30@git.apache.org,2661,2018-11-29 07:58:17-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/hooks/http_hook.html,17,16,9483,8810,2661,2018-11-29 07:58:17-08,,,,git,2018-11-29 07:58:17-08
83,54,688f8cc5d9bf45f585ba73b3ed240c30@git.apache.org,2661,2018-11-29 07:58:17-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/hooks/jdbc_hook.html,7,14,9484,8811,2661,2018-11-29 07:58:17-08,,,,git,2018-11-29 07:58:17-08
84,54,688f8cc5d9bf45f585ba73b3ed240c30@git.apache.org,2661,2018-11-29 07:58:17-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/hooks/mssql_hook.html,7,14,9485,8812,2661,2018-11-29 07:58:17-08,,,,git,2018-11-29 07:58:17-08
85,54,688f8cc5d9bf45f585ba73b3ed240c30@git.apache.org,2661,2018-11-29 07:58:17-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/hooks/mysql_hook.html,18,15,9486,8813,2661,2018-11-29 07:58:17-08,,,,git,2018-11-29 07:58:17-08
